fid,X,Y,area_no,name,type,era,year,place_1,place_2,detail,note_1,note_2,note_3,area,surveyed,description,photo,public_relations,confirmed,primary_image,height,width,depth,shape,material,inscription,statue_height,color,contradiction,need_action,status
"545",139.5315434961,36.2407476928,"197",遍照寺供養塔,,大正15年,"1927",緑町一丁目,,遍照寺境内,柱型、文字,,,六郷,,,,,FALSE,,,,,,,,,,,,
"546",139.504036175,36.2223511473,"140",下三林釈迦堂釈迦如来,如来像,不明,,下三林町,,釈迦堂,,,,三野谷,,,,,FALSE,,78,24,21,丸彫座像,木造,なし,30,,,,
"547",139.4823756893,36.2214275021,"79",雷光寺薬師如来,如来像,不明,,上三林町,,雷光寺,両手欠損 厨子入り,,,三野谷,,,,,FALSE,,44.9,19.5,13,丸彫座像,木造,なし,22.5,,,,
"548",139.5040399148,36.2223726974,"141",下三林釈迦堂薬師如来,如来像,不明,,下三林町,,釈迦堂,厨子入り,,,三野谷,,,,,FALSE,,73.5,18.5,14.5,丸彫座像,木造,なし,23,,,,
"549",139.4865236806,36.2188267552,"44",真観寺大日如来,如来像,天保11年,"1840",上三林町,,真観寺,,,,三野谷,,,,,FALSE,,73,46.5,9.5,碑型 文字如来,,"天保十一庚子年三月吉日
大 日 如 来
 上三林町
  真観寺",,,,,
"550",139.4704070616,36.2189508151,"189",龍福寺聖観音,菩薩像,不明,,野辺町,,龍福寺,厨子入り,,,三野谷,,,,,FALSE,,63,18,10,丸彫立像,木造,なし,35,,,,
"551",139.4823489764,36.2214382773,"80",雷光寺聖観音,菩薩像,不明,,上三林町,,雷光寺,両腕欠け,,,三野谷,,,,,FALSE,,38,5.5,5.7,丸彫立像,木造,なし,25.5,,,,
"552",139.4865087214,36.2188060661,"45",真観寺本尊聖観音,菩薩像,不明,,上三林町,,真観寺,,,,三野谷,,,,,FALSE,,227.5,57,34,丸彫立像,木造,なし,194,,,,
"553",139.5022566899,36.2216810423,"133",下耕地小堀地蔵尊,地蔵菩薩像,元禄14年,"1701",下三林町,下耕地,下耕地墓地,,,,三野谷,,,,,FALSE,,165,28,22,丸彫 立像,石造,"(台)道 忠
妙 夏
宗 栄
妙 光
道 夏
 邑楽郡館林下三林村
  施主
   小堀兵左衛門
元禄十四辛巳天
   三月六日",94,,,,
"554",139.4822752785,36.221164259,"81",雷光寺宥聖地蔵尊,地蔵菩薩像,元禄14年,"1701",上三林町,,雷光寺山門脇,台高28cm、幅53cm、奥52cm 錫杖下部欠,,,三野谷,2021/6/20,,,,TRUE,"316",146,56.5,29,立像 舟型背面浮彫,石造,"(表)想旦那結衆願主法印宥聖敬白
   (像)
干時 元禄十四辛己天五月吉 上列上三林村雷光寺",118,,,,
"555",139.4866985171,36.2185632922,"46",大日地蔵尊,地蔵菩薩像,正徳3年,"1713",上三林町,,真観寺,,明治22年に大日畑より現在地に移した,,三野谷,,,,,FALSE,,198,36,28,丸彫 立像,石造,"(台表)奉造立地蔵尊
當墓所檀衆為菩薩也
(左)正徳三癸巳天三月吉日
(右)上州邑楽郡上三林村",112,,,,
"556",139.4884012023,36.2211989596,"26",いぼ地蔵尊,地蔵菩薩像,正徳6年,"1716",上三林町,小曽根,荒川日出雄,頭部は欠損したらしく、現在は石質の異なったものとなっている 台石の中段柱型のところが、前後が逆になっている,,,三野谷,,,,,FALSE,,112,22,19,丸彫 立像,石造,"(台表)周防國大市村
  森三右ェ門
 正徳六丙申天三月四日
(梵)奉納大乗妙典六十六部所
 國々並宿々供養 施主
  荒川角右ェ門
  同名 治兵衛",61,,,,
"557",139.4951398182,36.2190059526,"38",十九夜堂念仏地蔵尊,地蔵菩薩像,享保3年,"1718",上三林町,,十九夜堂,,,,三野谷,,,,,FALSE,,138,30,22,丸彫 立像,石造,"(表)奉造地蔵大菩薩念佛供養
(台)享保戊戌天
當所願主講中
 十月吉日",88.5,,,,
"558",139.4866525707,36.2185852744,"47",真観寺享保念仏地蔵尊,地蔵菩薩像,享保3年,"1718",上三林町,,真観寺,,,,三野谷,,,,,FALSE,,201,36,24,丸彫 立像,石造,"(台表) 念佛
奉造立地蔵菩薩
 供養
(左)上三林村講中
  敬白
(右)享保三歳
 戌十月 日",117,,,,
"559",139.4702389148,36.2185612448,"190",龍福寺常念地蔵尊,地蔵菩薩像,享保5年,"1720",野辺町,,龍福寺,参道右側,,,三野谷,2021/6/20,,,,TRUE,"358",192,39,25,丸彫 立像,石造,"(台)享保五庚子歳
 十一月二十四
(表) 願主
 常念
(右)地蔵菩薩
[ム又]大慈悲
若聞名号
不堕黒闇",116,,,,
"560",139.4701812147,36.2185733135,"191",龍福寺正盛地蔵尊,地蔵菩薩像,延享5年,"1748",野辺町,,龍福寺,参道左側,,,三野谷,2021/6/20,,,,TRUE,"360",249,38.5,32,丸彫 立像,石造,"(台表)奉造立者地蔵大菩薩壱軀
意趣者桜香院蓮室光曄
大姉為佛果増進也蓋於
當寺毎年冬十一月七日
四箇法事可有修行予為
子孫者必以不可惣之也
(左)四箇法事者讃唄呂律
衆四重回檀耳底演五智
三密奥義同茲聖霊弥智
光圓理研倍到証大菩薩
旹延享五戊辰初夏欽記
  施主 松沢氏正盛
(右)地蔵菩薩以大慈悲
若聞名号不堕黒闇",117,,,,
"561",139.5041388864,36.2223551341,"152",下三林釈迦堂廻向仏地蔵尊,地蔵菩薩像,宝永7年,"1778",下三林町,,釈迦堂墓地,,,,三野谷,,,,,FALSE,,287,44,32,丸彫 立像,石造,"(台)當村惣旦那
  為菩提也
隣帰合銭[場]
  願主 生[倍]
館林領下三林村
   西 谷
万日廻向佛常念
 宝永七庚寅天二月吉祥□
 猶収□無辺十万念□",151,,,,
"562",139.4844706041,36.2204647992,"36",雷光寺無銘地蔵尊,地蔵菩薩像,不明,,上三林町,,雷光寺墓地,,,,三野谷,2021/6/20,,,,TRUE,"317",234,47,32,立像 丸彫,石造,不明,146,,,,
"563",139.4845582721,36.2205916295,"37",雷光寺無縁銅仏地蔵尊,地蔵菩薩像,不明,,上三林町,,雷光寺墓地,右手錫杖欠,,,三野谷,2021/6/20,,,,TRUE,"318",151.5,38,26,立像,銅製,不明,127,,,,
"564",139.4701793664,36.2188485688,"192",龍福寺六地蔵尊,地蔵菩薩像,弘化2年,"1845",野辺町,,龍福寺,"6体東向きに並んでいる
向って右より
(1)高98 幅51
(2)高100 幅52
(3)高86 幅51 上部欠
(4)高97 幅51
(5)高74 幅41 上部欠損
(6)高100 幅52",,,三野谷,2021/6/20,,,,TRUE,"362",,,,舟型背面 浮彫立像,石造,"(表)(向かって1に)
奉建立近邨當村善男善女為志也
(向かって3に)
化二乙巳年九月吉日
(台)野辺村
 念佛講中
  岡村いの 峰岸いせ 松沢ひな
  恩田との 津久井さよ
  松沢いせ 松沢たか 世 恩田三左ェ門
  谷沢をん 車崎ちい 話 松沢滝造
  松沢みよ 峰岸とそ 人 峰岸勇右ェ門
  荻原とり 峰岸寿て
  杉山ゑい 渡辺りよ
  庄田むつ 金子つる",,,,,
"565",139.4868416986,36.2186264372,"48",真観寺六地蔵尊,地蔵菩薩像,不明,,上三林町,,真観寺入口,六基共同し法量,,,三野谷,,,,,FALSE,,81,26.5,18,舟型背面 浮彫 立像,石造,不明,,,,,
"566",139.5040428719,36.2224000149,"151",下三林釈迦堂享保三面馬頭尊,馬頭観世音,享保7年,"1722",下三林町,,釈迦堂内,三面六臂 堂内厨子に入れて安置されている,,,三野谷,,,,,FALSE,,90,43,22,舟型背面像 浮彫 ,石造,"(表)享保七壬寅天
十一月吉日",,,,,
"567",139.4964550496,36.225379025,"74",本郷寛保四疋馬頭尊,馬頭観世音,寛保2年,"1742",上三林町,本郷,近藤沼際,,,,三野谷,,,,,FALSE,,46,21.5,8.5,厚碑型 文字 台石なし,石造,"(表)   □□衛門
  寛保二壬戌天 次兵衛
   兵右ェ門
 (梵字)連寂馬四疋開墳県甲草門 点
   小三郎
   源右ェ門",,,,,
"568",139.5041572035,36.2224353571,"148",下三林釈迦堂寛保馬頭尊,馬頭観世音,寛保2年,"1742",下三林町,,釈迦堂新墓地,南向き 台石の文字は、セメントで埋められている為、刻銘以下不明,,,三野谷,,,,,FALSE,,73,31,20,舟形背面像 浮彫,石造,"(表) 奉造立馬頭観音
[梵字]
 寛保二壬戌年八月二日
(台)   施主   馬……
   当□…… 大……
   □□…… 愍……
   □□…… 馬……
       怒……
       故……",66,,,,
"569",139.4821854624,36.221200759,"85",雷光寺寛延馬頭尊,馬頭観世音,寛延4年,"1751",上三林町,,雷光寺山門脇,南向き,,,三野谷,2021/6/20,,,,TRUE,"320",61,29,18.5,舟型背面 浮彫り,石造,"(表)奉造立馬頭観音
 寛延四辛未二月十三日
(台) 施主
  川嶋
  [八]左ェ[門]",51,,,,
"570",139.4868262534,36.2186063377,"56",真観寺明和舟型馬頭尊,馬頭観世音,明和3年,"1766",上三林町,,真観寺前,東向き,,,三野谷,,,,,FALSE,,67,32,17,舟型背面 像浮彫 台石なし,石造,"(表)施主本願 江森武兵衛 同 八左衛門
  同 孫左衛門 同 清三郎
  川島藤左衛門 同 長兵衛
   明和三戌十一月三日",,,,,
"571",139.4701953913,36.2188131268,"198",野辺龍福寺舟型馬頭尊,馬頭観世音,明和5年,"1768",野辺町,,龍福寺境内,東向き,,,三野谷,2021/6/20,,,,TRUE,"365",113.5,39,,舟型背面 像浮彫,石造,"(表)明和五戊子天
十二月吉日
(台)  願主
  某甲
  野辺村中",75,,,,
"572",139.4821763331,36.2212046581,"86",雷光寺六忠馬頭尊,馬頭観世音,明和6年,"1769",上三林町,,雷光寺山門脇,南向き 頂部欠損,,,三野谷,2021/6/20,,,,TRUE,"321",65.5,27,17.5,舟型背面像 浮彫り,石造,"(表)奉造立馬頭観世音 
明和六己丑六月廿四日
  今井六兵衛
 願主
  小倉忠左ェ門
(下段)
十月
 十四日
七月
 十四日
五月
 十二日",57,,,,
"573",139.5041518609,36.222415531,"149",下三林釈迦堂安永馬頭尊,馬頭観世音,安永9年,"1780",下三林町,,釈迦堂新墓地,南向き,,,三野谷,,,,,FALSE,,77,39,19,舟型背面像 浮彫 台石なし,石造,"(表)安永九庚子天
三月吉祥日",,,,,
"574",139.486808799,36.2185807823,"57",真観寺江森馬頭尊,馬頭観世音,寛政3年,"1791",上三林町,,真観寺前,東向き,,,三野谷,,,,,FALSE,,52.5,23.5,14,舟型背面 像浮彫,石造,"(表)[寛][政]三辛亥十一月□日
  江森 武□□
    治左衛門",,,,,
"575",139.4821661153,36.221209719,"100",雷光寺清水や馬頭尊,馬頭観世音,享和元年,"1801",上三林町,,雷光寺山門脇,南向き,,,三野谷,2021/6/20,,,,TRUE,"322",55.5,24,15,柱型文字,石造,"(表) 享和元辛酉年
(梵字) 馬頭観世音菩薩
 九月十叉七日
  施主 清水や",50,,,,
"576",139.4867868196,36.2185536622,"58",真観寺久右ェ門馬頭尊,馬頭観世音,天保2年,"1831",上三林町,,真観寺前,東向き,,,三野谷,,,,,FALSE,,48,24,15,舟型背面 像浮彫,石造,"(表)天保二卯年十二月十五日
上劦邑楽郡上三林村
  川嶋久右ェ門",,,,,
"577",139.466337773,36.219483971,"183",野辺天保道標馬頭尊,"道標,馬頭観世音",天保11年,"1840",野辺町,,松林堂前,兼道標 南向き,,,三野谷,,@,,Sep-13,FALSE,,67,23,17,柱型文字,石造,"(表)武劦上岡写
馬頭観世音
天保十一庚子年正月 栗原傳八 立
(左)此方 赤岩かし道
(右)此方 小泉 太田
  八木 足利 道",,,,,
"578",139.4847315965,36.2208417961,"14",新田弘化荒川馬頭尊,馬頭観世音,弘化3年,"1846",上三林町,新田畑中,荒川家別墓地,西向き,,,三野谷,,,,,FALSE,,58,25.5,18,柱型 像浮彫 台石なし,石造,"(表)弘化三丙午年十一月吉日
  荒川氏",,,,荒川家別墓地とはここ？,
"579",139.4906810402,36.2204553058,"18",本郷紺屋馬頭尊,馬頭観世音,嘉永3年,"1850",上三林町,本郷,岩瀬 藤吉,南向き 中断,,,三野谷,,,,,FALSE,,49,21.5,12.5,厚碑型文字 台石なし,石造,"(表)  嘉永三庚戌年正月吉日
馬頭観世音
  紺屋 七郎兵衛",,,,,
"580",139.4951605944,36.2190077564,"42",十九夜堂嘉永道標馬頭尊,"道標,馬頭観世音",嘉永7年,"1854",上三林町,,十九夜堂前,兼道標 北向き,,,三野谷,,@,,Sep-15,FALSE,,75.5,25.5,19,柱型文字,石造,"(表)  あかい己 一り半
 向 右
  くまか以 四り
馬頭観世音
  たてばやし 一り半
 向 左
  さの 三り
(左)  願主
   嶋野五郎兵衛
(右) 嘉永七甲寅年
   閏七月朔日",58.5,,,,
"581",139.5064889728,36.2223984825,"157",舟戸安政馬頭尊,馬頭観世音,安政3年,"1856",下三林町,舟戸,吉田喜一,東向き,,,三野谷,2021/8/9,,,,TRUE,"398",79,23,14,柱型 文字,石造,"(表)  安政三丙辰年
馬頭観世音
  二月七日
(左)   願主 吉田角右ェ門
     三田幸七
     萩原藤助
(右)  安政三丙辰年二月吉日
(台)          当村
          馬持中",52,,,,
"582",139.4822864643,36.2211589157,"87",雷光寺安政道標馬頭尊,"道標,馬頭観世音",安政5年,"1858",上三林町,,雷光寺山門脇,兼道標 南向き,移動されたもの,,三野谷,2021/6/20,@,,Mar-15,TRUE,"366",81,30.2,21.4,柱型 文字,石造,"(表)  安政五年八月 立
馬頭観世音
  南 あ可い己かし
(左)  左 やぎ
(右)  右 たてばやし",61,,,,
"583",139.4701676862,36.2187376575,"199",龍福寺上岡遷馬頭尊,馬頭観世音,安政6年,"1859",野辺町,,龍福寺境内,文字 東向き,,,三野谷,2021/6/20,,,,TRUE,"349",127.5,44.5,44.4,柱型,石造,"(表)(最上段横書き)遷岡上
馬頭観世音
 新田源俊純拝書
(右)安政六年竜集乙未二月穀日
(台)野辺村(横書き)中持馬
板倉村 鈴木堪次
日向村 中島孫惣
赤土村 駒宮金助
赤生田村 原 善座ェ門
林 関口文右ェ門
同 松沢□長蔵
青柳村 武井甚五郎
大輪村 嶋田堪蔵
赤堀村 矢嶋六兵衛
下三林村 萩原周蔵
同 同 藤助
堀工村 菅沼七右ェ門
同 藤倉平右ェ門
同 中村新左ェ門
同 須永甚助
羽附村 栗原栄吉

上三林村  木崎村
狸塚村  萱野村
赤堀村 鍋谷村
下三林村  荒井伴右ェ門
堀工村 当所
大輪村  星野重右ェ門
下中森村 同
上中森村  車崎せき
瀬戸井村
鍋谷村 石塚村
   島田惣七",91,,,,
"584",139.4823861895,36.2212367884,"88",荒川馬頭尊,馬頭観世音,文久3年,"1863",上三林町,,雷光寺山門脇,下半欠,,,三野谷,,,,,FALSE,,45,31,9,駒型 文字,石造,"(表)  文久三亥二月十七
馬頭観世音
   荒川氏",,,雷光寺にはなかった。荒川氏の馬頭尊なので、いぼ地蔵の辺りの間違いではないか？あるいは荒川家別墓地？,,
"585",139.4867676953,36.2185212682,"59",真観寺明治文字馬頭尊,馬頭観世音,明治12年,"1879",上三林町,,真観寺前,東向き,,,三野谷,,,,,FALSE,,59,24,14,柱型 文字 台石なし,石造,"(表)  明治十二卯年
馬頭観世音
  十一月十四日
(左)   施主 川島丈吉
    島埜弥左ェ門",,,,,
"586",139.4946124355,36.2197015058,"34",上三林恒三郎馬頭尊,馬頭観世音,明治17年,"1884",上三林町,,島野嘉一,南向き,,,三野谷,,,,,FALSE,,66.5,24,16,柱型 文字,石造,"(表)馬頭観世音
(左)   島野常三郎 立之
(右) 明治十七年申二月二日",49,,,,
"587",139.491604477,36.2162984304,"31",上三林朝鮮事件馬頭尊,馬頭観世音,明治27年,"1894",上三林町,小曽根,川島陞,南向き,,,三野谷,,,,,FALSE,,70.5,27,10,自然石 碑型 文字,石造,"(表)馬頭観世音
(裏) 維時二十有七年朝鮮事件ニ付徴馬川島市郎ヲ以テ旧八月一日朝出立ス翌日古河町ニ於テ合格相成三日二時頃発大宮駅一泊青山練兵所迄送ル
  同年旧九月日 川島林太郎 立之",62.5,,,,
"588",139.4868618394,36.2186512164,"60",真観寺日清戦争馬頭尊,馬頭観世音,明治28年,"1895",上三林町,,真観寺前,東向き,,,三野谷,,,,,FALSE,,55,32,14.5,自然石 碑型 文字 台石なし,石造,"(表)   施主 江森菊次郎
馬頭観世音
   同 川島倉吉
(裏)清国トノ開戦ニ付客年八月三十一日各畜馬ノ徴発ヲ受ケ其ノ終ヲ知ルニ由ナシ玆ニ之ヲ弔ス
   明治廿八年三月十一日",,,,,
"589",139.493305056,36.2211222965,"76",本郷生馬神社霊,馬頭観世音,明治28年,"1895",上三林町,本郷,茂木刻男,東向き,,,三野谷,,,,,FALSE,,48,22,17.5,柱型 文字,石造,"(表)生馬神社靈
(左)  明治三十八年十二月
   茂木喜一郎 建[之]
(右)愛馬鹿毛明治丗八年五月十五日出発ニ応ジ日露戦役ニ応ズ
愛馬鹿毛同年十一月廿九日館林ニ於テ去勢ノ為廃用トナリ賜倍償金",45,,,,
"590",139.4916599381,36.2162854508,"32",愛馬松島之墓,馬頭観世音,明治29年,"1896",上三林町,小曽根,,南向き,,,三野谷,,,,,FALSE,,72.5,25,18.5,柱型 文字,石造,"(表)愛馬松島之墓
(左)   富作父川島丈吉
  明治二十九年四月 建之
(右) 俚諺云不幸知命之者多受世人之愛惜信哉児富作嘗好而愛養乗馬名称松島能駈□矣到処轟駿名於競馬場裡冠郡中薦今茲正月四日□賽自村字䑓馬頭観音途歩過而跪田畦斃死矣嗚呼可衰乎可惜哉因茲建立墓碑供他日之追弔云再",59.5,,,,
"591",139.4815070754,36.2246008593,"70",新田今井馬頭尊,馬頭観世音,明治30年,"1897",上三林町,新田,,東向き,,,三野谷,,,,,FALSE,,81,37,4,自然石 碑型 文字,石造,"(表)馬頭観世音
(裏) 明治三十年九月十五日
  三野谷村大字上三林
   今井[浜]太郎 建之",72,,,,
"592",139.4701650012,36.2187255265,"200",龍福寺宇兵衛馬頭尊,馬頭観世音,明治33年,"1900",野辺町,,龍福寺境内,文字（上部欠） 東向き,,,三野谷,2021/6/20,,,,TRUE,"351",56.5,35,10,碑型,石造,"(表)頭観世音
(裏) 功徳主 峰岸宇兵衛 建之
明治三十三年十月",,,,,
"593",139.4869049807,36.2187066428,"61",真観寺岩瀬馬頭尊,馬頭観世音,明治35年,"1902",上三林町,,真観寺前,東向き,,,三野谷,,,,,FALSE,,62,26.5,18.5,舟型背面 像浮彫 台石なし,石造,"(左)  岩瀬七郎平
    再建之
  岩瀬文三
(右) 明治参拾五年
    十一月吉日",,,,,
"594",139.4883753442,36.2213429802,"11",新田荒川駒型馬頭尊,馬頭観世音,明治36年,"1903",上三林町,新田,荒川清,南向き,,,三野谷,,,,,FALSE,,35,24,18,駒型 文字,石造,"(表)馬頭観世音
(左)  明治卅六年
  荒川治三郎 立",30,,,,
"595",139.4910165552,36.2215311083,"78",本郷日清・日露戦役馬頭尊,馬頭観世音,明治41年,"1908",上三林町,本郷,吉間作重,南向き,,,三野谷,,,,,FALSE,,71,22,14,柱型 文字,石造,"(表)馬頭観世音
(左) 明治四十一年十月
   吉間藤吉 立之
(右) 明治廿七年八月三日 日清戦役
 明治卅八年九月五日 日露戦役
 明治四十年十月十三日没ス",51,,,,
"596",139.4882274454,36.2207507907,"33",新田生馬神社霊,馬頭観世音,大正3年,"1914",上三林町,新田,休泊堀際,南向き,,,三野谷,,,,,FALSE,,49,19.3,15.5,柱型 文字,石造,"(表)生馬神社霊
(左) 大正三年正月吉日
   吉間市太郎 建之",43,,,,
"597",139.4839094039,36.2229117631,"27",新田牛蔵馬頭尊,馬頭観世音,大正3年,"1914",上三林町,新田,金子申,南向き,,,三野谷,,,,,FALSE,,67.5,42,8,自然石 碑型 文字,石造,"(表)  大正三年七月 立
馬頭観世音
   金子牛蔵",55.5,,,,
"598",139.4805465412,36.2225394031,"72",須永馬頭神社,馬頭観世音,大正3年,"1914",上三林町,新田,須永政雄,東向き,,,三野谷,,,,,FALSE,,100,50,4,碑型 文字,石造,"(表) 明治二十七・八年戦役
馬頭神社
  大正三年十二月日
    須永米太郎 建之",73,,,,
"599",139.4869231804,36.2187379961,"62",真観寺治平馬頭尊,馬頭観世音,大正7年,"1918",上三林町,,真観寺前,東向き,,,三野谷,,,,,FALSE,,51.5,22.5,9.5,碑型 文字,石造,"(表) 大正七年九月
馬頭観世音
  江森治平 建之",36.5,,,,
"600",139.4906279373,36.2204808955,"19",本郷軍馬霊神,馬頭観世音,大正8年,"1919",上三林町,本郷,岩瀬藤吉,南向き,,,三野谷,,,,,FALSE,,93,53,13,碑型 文字,石造,"(表)    明治三十八年
軍馬霊神
    十一月廿三日

    嘉永三庚戌正月吉日
馬頭観世音
    紺屋七郎兵衛

    大正七年八月十一日
馬頭観世音
  大正八年六月立
   岩瀬弥右衛門",79,,,,
"601",139.506883915,36.2223960642,"159",舟戸仁平馬頭尊,馬頭観世音,大正8年,"1919",下三林町,舟戸,吉田芳雄,東向き,,,三野谷,2021/8/9,,,,TRUE,"402",64,23.5,18.5,柱型 文字,石造,"(表)馬頭観世音
(左) 大正八年四月十三日
   吉田仁平 立之
(右) 栗毛 年令五才
 身長 四尺八寸",54,,,,
"602",139.5023775849,36.2229930726,"120",山耕地弥太郎馬頭尊,馬頭観世音,大正8年,"1919",下三林町,山耕地,荻原金雄,南向き,,,三野谷,,,,,FALSE,,75.5,24.5,18,柱型 文字,石造,"(表)馬頭観世音
(左) 大正八年十二月
  荻原弥太郎 立之",54.5,,,,
"603",139.4923792632,36.2185342975,"73",上三林和四郎馬頭尊,馬頭観世音,大正13年,"1924",上三林町,,樽見 登吉,,,,三野谷,,,,,FALSE,,76.5,22,16.5,柱型 文字,石造,"(表)馬頭観世音
(裏) 大正十三年四月
  樽見和四郎 立",60.5,,,,
"604",139.480210477,36.2212017719,"71",羽沼鞍之丞碑型馬頭尊,馬頭観世音,大正14年,"1925",上三林町,羽沼,須永久吉,南向き,,,三野谷,2021/6/20,,,,TRUE,"367",71,24,3,碑型 文字,石造,"(表)馬頭観世音
(裏) 大正十四年旧七月十九日
  須永鞍之丞 立之",58,,,,
