入力No.,地区No.,名称,種別,年代,西暦,所在地①,所在地②,詳細,備考①,備考②,備考③,参考文献,地区,調査日,解説,写真,広報,緯度（世界）,経度（世界）,緯度_度,緯度_分,緯度_秒,経度_度,経度_分,経度_秒
1137,152,応永板碑,,応永22年,1415,不明,,,出所：堀江氏宅,,高56幅19,②458⑥⑧958,郷谷,,,,,0.00000000 ,0.00000000 ,,,,,,
267,153,天保市左ヱ門地蔵尊,立像,天保4年,1833,細内町,,細内墓地,丸彫,,高幅厚,③,郷谷,,,,,0.00000000 ,0.00000000 ,,,,,,
273,154,細内六地蔵尊,立像,安永9年,1780,細内町,,細内墓地,丸彫、頭部欠,,高幅厚,③,郷谷,,,,,0.00000000 ,0.00000000 ,,,,,,
277,155,腰高文化馬頭尊,,文化3年,1806,細内町,,細内墓地,駒型、文字,,高幅厚,③,郷谷,,,,,0.00000000 ,0.00000000 ,,,,,,
286,156,久右ヱ門馬頭尊,,嘉永7年,1854,細内町,,細内墓地,厚碑型、文字,,高幅厚,③,郷谷,,,,,0.00000000 ,0.00000000 ,,,,,,
330,157,徳治二年板碑,,徳治2年,1307,細内町,,細内墓地,種子、キリーク,,,②436,郷谷,,,,,0.00000000 ,0.00000000 ,,,,,,
331,158,元応二年板碑,,元応2年,1319,細内町,,細内墓地,種子、キリーク,,高幅厚,③,郷谷,,,,,0.00000000 ,0.00000000 ,,,,,,
337,159,応永板碑,,応永年間,1394～1427,細内町,,細内墓地,種子、キリーク,,高幅厚,③,郷谷,,,,,0.00000000 ,0.00000000 ,,,,,,
338,160,細内板碑（1）,,不明,,細内町,,細内墓地,種子、キリーク,,高幅厚,③,郷谷,,,,,0.00000000 ,0.00000000 ,,,,,,
339,161,細内板碑（2）,,不明,,細内町,,細内墓地,種子、キリーク,,高幅厚,③,郷谷,,,,,0.00000000 ,0.00000000 ,,,,,,
276,162,岩上安永馬頭尊,,安永7年,1778,細内町,,細内墓地東,舟型背面、像浮彫,,高幅厚,③,郷谷,,,,,0.00000000 ,0.00000000 ,,,,,,
311,163,細内寛文庚申塔,,寛文5年,1665,細内町,,細内墓地東,舟型背面、像浮彫,,高幅厚,③,郷谷,,,,,0.00000000 ,0.00000000 ,,,,,,
375,164,四ツ谷道祖神,,享和3年,1803,四ツ谷町,,稲荷神社,屋型,,高幅厚,③,郷谷,,,,,0.00000000 ,0.00000000 ,,,,,,
266,165,四ツ谷寛政地蔵尊,立像,寛政7年,1795,四ツ谷町,,稲荷神社前,丸彫,,高幅厚,③,郷谷,,,,,0.00000000 ,0.00000000 ,,,,,,
305,166,四ツ谷十九夜念佛供養塔,,宝暦3年,1753,四ツ谷町,,稲荷神社前,舟型背面、像浮彫,,高幅厚,③,郷谷,,,,,0.00000000 ,0.00000000 ,,,,,,
328,167,四ツ谷浮彫り庚申塔,,不明,,四ツ谷町,,稲荷神社前,舟型、三猿浮彫,,高幅厚,③,郷谷,,,,,0.00000000 ,0.00000000 ,,,,,,
264,168,四ツ谷正徳地蔵尊,立像,正徳6年,1716,四ツ谷町,,稲荷神社前,丸彫,,高幅厚,③,郷谷,,,,,0.00000000 ,0.00000000 ,,,,,,
372,169,湯殿山道標,道標,文政12年,1829,四ツ谷町,,稲荷神社前,柱型,,高幅厚,②490③⑧772,郷谷,,@,,15/5,0.00000000 ,0.00000000 ,,,,,,
379,170,享和普門品供養塔,,享和3年,1803,四ツ谷町か,,稲荷神社前,柱型,,高幅厚,③,郷谷,,,,,0.00000000 ,0.00000000 ,,,,,,
383,171,快元普門品供養塔,,文政12年,1829,四ツ谷町か,,稲荷神社前,柱型,,高幅厚,③,郷谷,,,,,0.00000000 ,0.00000000 ,,,,,,
318,172,四ツ谷元禄庚申塔,,元禄5年,1692,四ツ谷町,,宝寿院,舟型背面、像浮彫,,高幅厚,③,郷谷,,,,,0.00000000 ,0.00000000 ,,,,,,
320,173,四ツ谷享保庚申塔,,享保11年,1726,四ツ谷町,,宝寿院,舟型背面、像浮彫,,高幅厚,③,郷谷,,,,,0.00000000 ,0.00000000 ,,,,,,
370,174,宝寿院宝篋印塔（1）,,元禄13年,1700,四ツ谷町,,宝寿院,,,高幅厚,③,郷谷,,,,,0.00000000 ,0.00000000 ,,,,,,
371,175,宝寿院宝篋印塔（2）,,不明,,四ツ谷町,,宝寿院,,,高幅厚,③,郷谷,,,,,0.00000000 ,0.00000000 ,,,,,,
378,176,春仙百万遍供養塔,,寛延3年,1750,四ツ谷町,,宝寿院,五輪塔型,,高幅厚,③,郷谷,,,,,0.00000000 ,0.00000000 ,,,,,,
1107,1,神村家馬頭観世音,,昭和6年,1931,大島町,本郷,神村家屋敷内3-903,柱型,,高幅厚,⑥,大島,,,,,0.00000000 ,0.00000000 ,,,,,,
1059,2,地蔵菩薩（3）,立像,不明,,大島町,本郷,大島文館裏,石造,,高幅厚,⑥,大島,,,,,0.00000000 ,0.00000000 ,,,,,,
1054,3,釈迦如来,立像,延宝5年,1677,大島町,本郷,大島文館裏,舟型背面、浮彫、石造,,高幅厚,⑥,大島,,,,,0.00000000 ,0.00000000 ,,,,,,
1055,4,聖観音菩薩,立像,延宝4年,1676,大島町,本郷,大島文館裏,舟型背面、浮彫、石造,,高幅厚,⑥,大島,,,,,0.00000000 ,0.00000000 ,,,,,,
1056,5,如意輪観音,座像,享保5年,1720,大島町,本郷,大島文館裏,舟型背面、浮彫、石造,,高幅厚,⑥,大島,,,,,0.00000000 ,0.00000000 ,,,,,,
1057,6,地蔵菩薩（1）,立像,明暦2年,1656,大島町,本郷,大島文館裏,舟型背面、浮彫、石造,,高幅厚,⑥,大島,,,,,0.00000000 ,0.00000000 ,,,,,,
1058,7,地蔵菩薩（2）,立像,延宝元年,1673,大島町,本郷,大島文館裏,舟型背面、浮彫、石造,,高幅厚,⑥,大島,,,,,0.00000000 ,0.00000000 ,,,,,,
1080,8,本郷青面金剛,,享保18年,1733,大島町,本郷,本郷天満宮前,柱型、笠、文字、二猿,,高幅厚,⑥,大島,,,,,0.00000000 ,0.00000000 ,,,,,,
1077,9,岡里倉持家屋敷庚申,,萬延元年,1860,大島町,岡里,2-310,碑型、文字,,高幅厚,⑥,大島,,,,,0.00000000 ,0.00000000 ,,,,,,
1102,10,関沢家馬頭観世音,,明和9年,1934,大島町,岡里,岡里堤防,碑型,,高幅厚,⑥,大島,,,,,0.00000000 ,0.00000000 ,,,,,,
1138,11,延宝宝篋印塔,,延宝5年,1677,大島町,岡里,岡里墓地,相輪なし,,高幅厚,⑥,大島,,,,,0.00000000 ,0.00000000 ,,,,,,
1075,12,岡里二猿庚申,,寛文5年,1665,大島町,岡里,岡里墓地,柱型、笠、二猿,,高幅厚,⑥,大島,,,,,0.00000000 ,0.00000000 ,,,,,,
1103,13,小林家馬頭観世音,,昭和25年,1950,大島町,岡里,小林安二郎家屋敷,碑型,,高幅厚,⑥,大島,,,,,0.00000000 ,0.00000000 ,,,,,,
1044,14,大聖歓喜天,立像,,,大島町,岡里,元善定院,銅造、延享4年以前のもの（御厨子より）,,高幅厚,⑥,大島,,,,,0.00000000 ,0.00000000 ,,,,,,
1043,15,大日如来,坐像,不明,,大島町,岡里,元善定院,木造,,高幅厚,⑥,大島,,,,,0.00000000 ,0.00000000 ,,,,,,
1122,16,岡里十九夜,,明治24年,1891,大島町,岡里,元善定院境内,柱型,,高幅厚,⑥,大島,,,,,0.00000000 ,0.00000000 ,,,,,,
1153,17,岡里道標,,不明,,大島町,岡里,元善定院境内北西の角,柱型,,高幅厚,②491⑥,大島,,,,,0.00000000 ,0.00000000 ,,,,,,
1154,18,根本神社前道標,道標,大正13年,1924,大島町,岡里,根本神社の辻,柱型、コンクリート製,,高幅厚,②491⑥,大島,,@,,13/12,0.00000000 ,0.00000000 ,,,,,,
1076,19,岡里青面金剛三猿庚申,,元禄15年,1702,大島町,岡里,,舟型、像青面金剛三猿浮彫,,高幅厚,⑥,大島,,,,,0.00000000 ,0.00000000 ,,,,,,
1085,20,飯河忠信の墓,,明治13年,1880,大島町,岡里,共同墓地,,,高147幅72厚10,①74,大島,,@,,17/12,0.00000000 ,0.00000000 ,,,,,,
1101,21,峯木家馬頭観世音,,嘉永4年,1851,大島町,観音,観音堂境内,柱型,,高幅厚,⑥,大島,,,,,0.00000000 ,0.00000000 ,,,,,,
1121,22,観音十九夜,,不明,,大島町,観音,観音堂境内,柱型,,高幅厚,⑥,大島,,,,,0.00000000 ,0.00000000 ,,,,,,
1152,23,観音堂境内道標,道標,天保7年,1836,大島町,観音,観音堂境内,柱型,,高幅厚,②491⑥⑧777,大島,,@,,14/6,0.00000000 ,0.00000000 ,,,,,,
1074,24,観音堂松の木下庚申,,萬延元年,1860,大島町,観音,観音堂境内,柱型、文字,,高幅厚,⑥,大島,,,,,0.00000000 ,0.00000000 ,,,,,,
1073,25,観音青面金剛三猿庚申,,享保20年,1735,大島町,観音,観音堂境内,舟型、像青面金剛三猿浮彫,,高幅厚,⑥,大島,,,,,0.00000000 ,0.00000000 ,,,,,,
1042,26,薬師如来,坐像,不明,,大島町,観音,観音堂内,木造,,高幅厚,⑥,大島,,,,,0.00000000 ,0.00000000 ,,,,,,
1041,27,地蔵菩薩,立像,宝永5年,1708,大島町,観音,観音堂境内地蔵堂,銅造,,高幅厚,⑥,大島,,,,,0.00000000 ,0.00000000 ,,,,,,
1081,28,山王日限地蔵前庚申,,寛政6年,1794,大島町,山王,4228,柱型、文字,,高幅厚,⑥,大島,,,,,0.00000000 ,0.00000000 ,,,,,,
1083,29,小熊家猿田彦大神,,不明,,大島町,山王,小熊家屋敷,柱型,,高幅厚,⑥,大島,,,,,0.00000000 ,0.00000000 ,,,,,,
1601,30,山王庚申,,萬延元年,1860,大島町,山王,吉祥寺山門入口左,碑型、文字,,高幅厚,⑥,大島,,,,,0.00000000 ,0.00000000 ,,,,,,
1495,31,阿弥陀如来種子板碑,,延徳5年,1493,大島町,山王,吉祥寺,種子 キリーク,,高幅厚,②,大島,,,,,0.00000000 ,0.00000000 ,,,,,,
1526,32,阿弥陀如来種子板碑,,不明,,大島町,山王,吉祥寺,種子 キリーク,,高幅厚,②,大島,,,,,0.00000000 ,0.00000000 ,,,,,,
1527,33,阿弥陀如来種子板碑,,不明,,大島町,山王,吉祥寺,種子 キリーク,,高幅厚,②,大島,,,,,0.00000000 ,0.00000000 ,,,,,,
1528,34,阿弥陀如来種子板碑,,不明,,大島町,山王,吉祥寺,種子 キリーク,,高幅厚,②,大島,,,,,0.00000000 ,0.00000000 ,,,,,,
1134,35,吉祥寺板碑（1）,,康永3年,1344,大島町,山王,吉祥寺,出所：山王、華瓶一ヶ頂部欠,,高幅厚,⑥⑧956,大島,,,,,0.00000000 ,0.00000000 ,,,,,,
1135,36,吉祥寺板碑（2）,,康正元年,1455,大島町,山王,吉祥寺,出所：大島の畑、光明真言、下部欠,,高幅厚,②460⑥,大島,,,,,0.00000000 ,0.00000000 ,,,,,,
1136,37,吉祥寺板碑（3）,,延徳年間,1489～1491,大島町,山王,吉祥寺,出所：不明,,高幅厚,⑥⑧958,大島,,,,,0.00000000 ,0.00000000 ,,,,,,
1063,38,大日如来,座像,不明,,大島町,山王,吉祥寺,舟型光背、銅造,,高幅厚,⑥,大島,,,,,0.00000000 ,0.00000000 ,,,,,,
1062,39,不動明王,立像,不明,,大島町,山王,吉祥寺,木造,,高幅厚,⑥,大島,,,,,0.00000000 ,0.00000000 ,,,,,,
1446,40,種子不明板碑,,康永2年,1343,大島町,山王,吉祥寺,,,高幅厚,②,大島,,,,,0.00000000 ,0.00000000 ,,,,,,
1529,41,種子不明板碑,,不明,,大島町,山王,吉祥寺,,,高幅厚,②,大島,,,,,0.00000000 ,0.00000000 ,,,,,,
1061,42,阿弥陀如来,立像,延宝4年,1767,大島町,山王,吉祥寺境内,舟型背面、浮彫、石造,,高幅厚,⑥,大島,,,,,0.00000000 ,0.00000000 ,,,,,,
1082,43,寿永運八郎之碑,,明治38年,1905,大島町,,吉祥寺境内,,,高282幅95厚11,①,大島,,,,,0.00000000 ,0.00000000 ,,,,,,
1599,44,青木安次郎之碑,,不詳,,大島町,,吉祥寺境内,,,高244幅96厚15,①,大島,,,,,0.00000000 ,0.00000000 ,,,,,,
1600,45,本堂改築記念碑,,大正14年,1925,大島町,,吉祥寺境内,,,高187幅88厚15,①,大島,,,,,0.00000000 ,0.00000000 ,,,,,,
1139,46,寛永宝篋印塔（1）,,寛永2年,1625,大島町,山王,吉祥寺墓地,欠損なし,,高幅厚,⑥,大島,,,,,0.00000000 ,0.00000000 ,,,,,,
1140,47,寛永宝篋印塔（2）,,寛永10年,1633,大島町,山王,吉祥寺墓地,欠損なし,,高幅厚,⑥,大島,,,,,0.00000000 ,0.00000000 ,,,,,,
1141,48,寛文宝篋印塔,,寛文5年,1665,大島町,山王,吉祥寺墓地,欠損なし,,高幅厚,⑥,大島,,,,,0.00000000 ,0.00000000 ,,,,,,
1142,49,吉祥寺宝篋印塔（1）,,不明,,大島町,山王,吉祥寺墓地,塔身欠三基,,高幅厚,⑥,大島,,,,,0.00000000 ,0.00000000 ,,,,,,
1143,50,吉祥寺宝篋印塔（2）,,不明,,大島町,山王,吉祥寺墓地,相輪欠七基,,高幅厚,⑥,大島,,,,,0.00000000 ,0.00000000 ,,,,,,
1144,51,吉祥寺宝篋印塔（3）,,不明,,大島町,山王,吉祥寺墓地,笠部欠一基,,高幅厚,⑥,大島,,,,,0.00000000 ,0.00000000 ,,,,,,
1145,52,吉祥寺宝篋印塔（4）,,不明,,大島町,山王,吉祥寺墓地,塔身、相輪欠一基,,高幅厚,⑥,大島,,,,,0.00000000 ,0.00000000 ,,,,,,
1146,53,吉祥寺宝篋印塔（5）,,不明,,大島町,山王,吉祥寺墓地,基礎欠二基,,高幅厚,⑥,大島,,,,,0.00000000 ,0.00000000 ,,,,,,
1109,54,山王堤防馬頭観世音,,明治30年,1897年,大島町,山王,山王堤防,柱型,,高幅厚,⑥,大島,,,,,0.00000000 ,0.00000000 ,,,,,,
1111,55,青木家馬頭観世音,,明治45年,1912,大島町,山王,山王堤防,柱型,,高幅厚,⑥,大島,,,,,0.00000000 ,0.00000000 ,,,,,,
1108,56,高山家馬頭観世音,,文政10年,1827,大島町,山王,高山家屋敷,柱型,,高幅厚,⑥,大島,,,,,0.00000000 ,0.00000000 ,,,,,,
1110,57,山本家馬頭観世音,,明治38年,1905,大島町,山王,山本義一家屋敷,自然石,,高幅厚,⑥,大島,,,,,0.00000000 ,0.00000000 ,,,,,,
1060,58,地蔵菩薩,坐像,宝暦8年,1758,大島町,山王,地蔵堂内,銅造,,高幅厚,⑥,大島,,,,,0.00000000 ,0.00000000 ,,,,,,
1124,59,山王十九夜,,嘉永2年,1849,大島町,山王,日限地蔵前,柱型,,高幅厚,⑥,大島,,,,,0.00000000 ,0.00000000 ,,,,,,
1156,60,大島局前道標,,大正13年,1924,大島町,山王,,柱型、コンクリート製,,高幅厚,②491⑥,大島,2014無,,,,0.00000000 ,0.00000000 ,,,,,,
1155,61,日限地蔵前道標,道標,寛政6年,1794,大島町,山王,,柱型,,高幅厚,②491⑥,大島,,@,,13/6,0.00000000 ,0.00000000 ,,,,,,
1046,62,地蔵菩薩（1）,立像,享保21年,1736,大島町,上新田,釈迦堂境内,石造,,高幅厚,⑥,大島,,,,,0.00000000 ,0.00000000 ,,,,,,
1047,63,地蔵菩薩（2）,立像,寛保元年,1741,大島町,上新田,釈迦堂境内,舟型、浮彫、石造,,高幅厚,⑥,大島,,,,,0.00000000 ,0.00000000 ,,,,,,
1048,64,地蔵菩薩（3）,立像,明和3年,1766,大島町,上新田,釈迦堂境内,石造,,高幅厚,⑥,大島,,,,,0.00000000 ,0.00000000 ,,,,,,
1104,65,中村家馬頭観世音,,寛政4年,1792,大島町,上新田,釈迦堂境内,柱型,,高幅厚,⑥,大島,,,,,0.00000000 ,0.00000000 ,,,,,,
1106,66,松島家馬頭観世音,,明治19年,1886,大島町,上新田,釈迦堂境内,柱型,,高幅厚,⑥,大島,,,,,0.00000000 ,0.00000000 ,,,,,,
1105,67,釈迦堂馬頭観世音,,文久2年,1862,大島町,上新田,釈迦堂境内,柱型,,高幅厚,⑥,大島,,,,,0.00000000 ,0.00000000 ,,,,,,
1123,68,上新田十九夜念仏供養,,文化3年,1806,大島町,上新田,釈迦堂境内,柱型,,高幅厚,⑥,大島,,,,,0.00000000 ,0.00000000 ,,,,,,
1045,69,阿弥陀如来,立像,寛文7年,1667年,大島町,上新田,釈迦堂境内,舟型、浮彫、石造,,高幅厚,⑥,大島,,,,,0.00000000 ,0.00000000 ,,,,,,
1049,70,不動明王（1）,立像,不明,,大島町,上新田,釈迦堂境内,木造,,高幅厚,⑥,大島,,,,,0.00000000 ,0.00000000 ,,,,,,
1050,71,不動明王（2）,立像,不明,,大島町,上新田,釈迦堂境内,木造,,高幅厚,⑥,大島,,,,,0.00000000 ,0.00000000 ,,,,,,
1051,72,聖観音菩薩,座像,不明,,大島町,上新田,釈迦堂境内,木造,,高幅厚,⑥,大島,,,,,0.00000000 ,0.00000000 ,,,,,,
1052,73,釈迦如来,座像,不明,,大島町,上新田,釈迦堂境内,木造,,高幅厚,⑥,大島,,,,,0.00000000 ,0.00000000 ,,,,,,
1053,74,普賢菩薩,座像,不明,,大島町,上新田,釈迦堂境内,木造,,高幅厚,⑥,大島,,,,,0.00000000 ,0.00000000 ,,,,,,
1078,75,上新田釈迦堂青面金剛,,元文3年,1738,大島町,上新田,上新田釈迦堂境内,柱型、文字,,高幅厚,⑥,大島,,,,,0.00000000 ,0.00000000 ,,,,,,
1079,76,上新田釈迦堂庚申,,萬延元年,1860,大島町,上新田,上新田釈迦堂境内,柱型、文字,,高幅厚,⑥,大島,,,,,0.00000000 ,0.00000000 ,,,,,,
1366,77,十二社道標,,大正14年,1925,大島町,寄居,十二社,柱型,,高幅厚,②493⑦,大島,,,,,0.00000000 ,0.00000000 ,,,,,,
1567,78,宝篋印塔基礎銘,,応永7年,1400,大島町,寄居,十二社権現神社,基礎のみ現存,,高幅厚,②⑥,大島,,,,,0.00000000 ,0.00000000 ,,,,,,
1178,79,十二社六地蔵菩薩,,元禄12年,1699,大島町,寄居,十二社集会所,六面石幢型、浮彫,,高幅厚,⑦,大島,,,,,0.00000000 ,0.00000000 ,,,,,,
1219,80,十二社庚申,,元禄14年,1701,大島町,寄居,十二社集会所庭,舟型背面、青面金剛三猿浮彫,,高幅厚,⑦,大島,,,,,0.00000000 ,0.00000000 ,,,,,,
1087,81,笠原家屋敷庚申,,寛政12年,1800,大島町,寄居,4778,柱型、文字,,高幅厚,⑥,大島,,,,,0.00000000 ,0.00000000 ,,,,,,
1069,82,不動明王,立像,不明,,大島町,寄居,荒井守一家,木造,,高幅厚,⑥,大島,,,,,0.00000000 ,0.00000000 ,,,,,,
1088,83,大出家庚申,,大正10年,1921,大島町,寄居,大出喜市家屋敷　769,柱型,,高幅厚,⑥,大島,,,,,0.00000000 ,0.00000000 ,,,,,,
1114,84,大出家馬頭観世音,,昭和15年,1940,大島町,寄居,大出家屋敷,柱型,,高幅厚,⑥,大島,,,,,0.00000000 ,0.00000000 ,,,,,,
1533,85,阿弥陀如来種子板碑,,不明,,大島町,寄居,明善寺,種子 キリーク,,高幅厚,②,大島,,,,,0.00000000 ,0.00000000 ,,,,,,
1468,86,阿弥陀如来種子板碑,,永和3年,1377,大島町,,明善寺,種子 キリーク,,高幅厚,②,大島,,,,,0.00000000 ,0.00000000 ,,,,,,
1066,87,大日如来,座像,不明,,大島町,寄居,明善寺,木造,,高幅厚,⑥,大島,,,,,0.00000000 ,0.00000000 ,,,,,,
1067,88,不動明王,立像,不明,,大島町,寄居,明善寺,木造,,高幅厚,⑥,大島,,,,,0.00000000 ,0.00000000 ,,,,,,
1113,89,明善寺馬頭観世音,,明治8年,1875,大島町,寄居,明善寺境内,自然石,,高幅厚,⑥,大島,,,,,0.00000000 ,0.00000000 ,,,,,,
1068,90,阿弥陀如来,坐像,享保11年,1726,大島町,寄居,明善寺境内,石造,,高幅厚,⑥,大島,,,,,0.00000000 ,0.00000000 ,,,,,,
1126,91,寄居十九夜,,明治11年,1878,大島町,寄居,明善寺境内,柱型,,高幅厚,⑥,大島,,,,,0.00000000 ,0.00000000 ,,,,,,
1086,92,明善寺庚申,,宝永7年,1710,大島町,寄居,明善寺境内,舟型背面、青面金剛、三猿浮彫,,高幅厚,⑥,大島,,,,,0.00000000 ,0.00000000 ,,,,,,
1148,93,正保宝篋印塔,,正保3年,1644,大島町,寄居,明善寺墓地,,,高幅厚,⑥,大島,,,,,0.00000000 ,0.00000000 ,,,,,,
1595,94,寄居二猿庚申,,万治4年,1661,大島町,寄居,,舟型、文字、二猿,,高幅厚,⑥,大島,,,,,0.00000000 ,0.00000000 ,,,,,,
1157,95,寄居道標,,不明,,大島町,寄居,寄居東端三叉路、小山自転車店前,柱型,,高幅厚,②491⑥⑧772,大島,2014無,,,,0.00000000 ,0.00000000 ,,,,,,
1427,96,阿弥陀如来種子板碑,,元応3年,1321,大島町,正儀内,春昌寺,種子 キリーク,,高幅厚,②,大島,,,,,0.00000000 ,0.00000000 ,,,,,,
1453,97,阿弥陀如来種子板碑,,観応3年,1352,大島町,正儀内,春昌寺,種子 キリーク,,高幅厚,②⑧957,大島,,,,,0.00000000 ,0.00000000 ,,,,,,
1484,98,阿弥陀如来種子板碑,,応永18年,1411,大島町,正儀内,春昌寺,種子 キリーク,,高幅厚,②,大島,,,,,0.00000000 ,0.00000000 ,,,,,,
1530,99,阿弥陀如来種子板碑,,不明,,大島町,正儀内,春昌寺,種子 キリーク,,高幅厚,②,大島,,,,,0.00000000 ,0.00000000 ,,,,,,
1531,100,阿弥陀如来種子板碑,,不明,,大島町,正儀内,春昌寺,種子 キリーク,,高幅厚,②,大島,,,,,0.00000000 ,0.00000000 ,,,,,,
1421,101,釈迦如来種子板碑,,徳治2年,1307,大島町,正儀内,春昌寺,種子 バク,,高幅厚,②⑧955,大島,,,,,0.00000000 ,0.00000000 ,,,,,,
1129,102,春昌寺板碑（1）,,文保3年,1319,大島町,正儀内,春昌寺,出所：正儀内、華瓶一対,,高幅厚,②438⑥⑧955,大島,,,,,0.00000000 ,0.00000000 ,,,,,,
1130,103,春昌寺板碑（2）,,観応2年,1350,大島町,正儀内,春昌寺,出所：所在地と同じ、三弁宝珠、中房蓮台、光明真言,,高幅厚,⑥,大島,,,,,0.00000000 ,0.00000000 ,,,,,,
1131,104,春昌寺板碑（3）,,延文6年,1361,大島町,正儀内,春昌寺,出所：久保田源次の田、蓮台、華瓶一こ,,高幅厚,②450⑥⑧956,大島,,,,,0.00000000 ,0.00000000 ,,,,,,
1132,105,春昌寺板碑（4）,,応安4年,1371,大島町,正儀内,春昌寺,出所：堀江氏宅、光明真言、下部半分欠,,高幅厚,②452⑥⑧956,大島,,,,,0.00000000 ,0.00000000 ,,,,,,
1133,106,春昌寺板碑（5）,,応永26年,1419,大島町,正儀内,春昌寺,出所：磯が原、蓮台、下部半分欠,,高幅厚,②458⑥,大島,,,,,0.00000000 ,0.00000000 ,,,,,,
1500,107,種子不明板碑,,不明,,大島町,正儀内,春昌寺,,,高幅厚,②,大島,,,,,0.00000000 ,0.00000000 ,,,,,,
1532,108,種子不明板碑,,不明,,大島町,正儀内,春昌寺,,,高幅厚,②,大島,,,,,0.00000000 ,0.00000000 ,,,,,,
1606,109,春昌寺改築落慶記念碑,,昭和39年,1964,大島町,,春昌寺境内,,,高125幅343厚19,①85,大島,,@,,,0.00000000 ,0.00000000 ,,,,,,
1095,110,春昌寺庚申,,萬延元年,1860,大島町,正儀内,春昌寺境内,自然石、碑型,,高幅厚,⑥,大島,,,,,0.00000000 ,0.00000000 ,,,,,,
1071,111,六地蔵菩薩,立像,不明,,大島町,正儀内,春昌寺境内,石造,,高幅厚,⑥,大島,,,,,0.00000000 ,0.00000000 ,,,,,,
1072,112,地蔵菩薩,立像,正徳4年,1714,大島町,正儀内,春昌寺境内,石造,,高幅厚,⑥,大島,,,,,0.00000000 ,0.00000000 ,,,,,,
1099,113,春昌寺庚申,,不明,,大島町,正儀内,春昌寺境内,舟型、青面金剛,,高幅厚,⑥,大島,,,,,0.00000000 ,0.00000000 ,,,,,,
1150,114,春昌寺宝篋印塔,,不明,,大島町,正儀内,春昌寺墓地,植村家墓地,,高幅厚,⑥,大島,,,,,0.00000000 ,0.00000000 ,,,,,,
